date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
Wed Feb 27 2019 17:02:23 GMT-0500 (Eastern Standard Time), Sales Development Representative,"San Francisco, CA",Former Employee ,Hard work with very little reward,I worked at The RealReal full-time for more than a year,10,Working with a team of hustlers felt great! Top performers often shared their techniques for success and you could always rely on team members for support after difficult calls and emails.,"*Constant* changes to the compensation structure was questionable. Continuing to increase quotas seemed more like they were trying to save money for the company and not payout ""upsell."" The turnover on the overall sales team was also concerning. This role should have better benefits and compensation. 

The HR team is a disaster: unreliable and unprofessional.","Trust in your team more. The compensation for your sales team is 
*extremely* below the market value.",2.0,2.0,2.0,2.0,1.0,2.0
Fri Feb 22 2019 01:02:01 GMT-0500 (Eastern Standard Time),,, ,Luxury manager,I have been working at The RealReal,1,Positive atmosphere. Great benefits. Create your own schedule. Attainable commission goals,Lack of accountability/problem solving in customer relations which leads to apologizing/losing clients when it’s out of your control,More training and monitoring of process in the warehouse. Take advantage of training opportunities,5.0,,,,,
Fri Feb 22 2019 16:03:15 GMT-0500 (Eastern Standard Time),,,Current Employee ,"Two faced, cheap, and confused business",I have been working at The RealReal full-time,8,"You get $25 a month to purchase overpriced snacks
Some people are ok","Nowhere to move up, Uninteresting projects, Cheap, lowballing everyone
Culture is like high school, some people are rude and downright mean, Lot of deadweight that drags everyone else down, No one can make up their mind
Healthcare is a joke","Pay high performers what they deserve or they'll leave for greener pastures, Cut the deadweight, Can we all just be nice?",2.0,3.0,1.0,1.0,1.0,1.0
Mon Feb 04 2019 21:45:34 GMT-0500 (Eastern Standard Time), Copywriter,"San Francisco, CA",Former Employee ,Great starter job,I worked at The RealReal full-time for less than a year,0,"flexible schedules, independent work, great insurance","quota oriented position, warehouse is dusty",,3.0,3.0,3.0,5.0,5.0,3.0
Sat Mar 02 2019 07:20:28 GMT-0500 (Eastern Standard Time), Sales Development Representative,,Former Employee ,SO not worth it,I worked at The RealReal part-time,9,Can't think of any pros,"Incredibly low pay. Clueless, inexperienced management that think they are totally clued in and experienced. They are not.",,1.0,1.0,1.0,1.0,1.0,1.0
Thu Jan 03 2019 12:30:25 GMT-0500 (Eastern Standard Time), Recruiting Coordinator,"San Francisco, CA",Current Employee ,I'm proud to be part of the team!,I have been working at The RealReal full-time for less than a year,3,"Extremely positive and friendly staff, willing to act as resources for new employees and fellow teammates.
Open and creative environment - people are open to express themselves, there is heavy communication across departments, and fun team-building exercises for the whole office
SO much room for growth - managers are constantly encouraging internal growth and looking to colleagues for referrals and innovative...","It's hard to meet all of the high-level directors or executives of each department because their plates are so full, but they are always open and friendly via email.",,5.0,5.0,5.0,5.0,5.0,4.0
Sun Feb 10 2019 19:27:51 GMT-0500 (Eastern Standard Time), Copywriter,,Former Employee ,The hood,I worked at The RealReal full-time for less than a year,9,Sometimes you get lucky and the bathrooms are at least decent enough to use.,"Uneducated, tactless, second chance employees that take all the food from the cafeteria, scream across the halls, walk really slow in front of you like they have no place to be.",Stop hiring just anyone with 10 fingers to work here.,1.0,1.0,1.0,3.0,3.0,1.0
Fri Jan 11 2019 10:42:56 GMT-0500 (Eastern Standard Time), Sales Development Representative,"New York, NY",Former Employee ,Sales Development Representative,I worked at The RealReal full-time for more than a year,0,"flexible, friendly, fun, innovative, positive",lots of change to adapt to,,5.0,5.0,5.0,5.0,5.0,5.0
Tue Jan 08 2019 06:03:09 GMT-0500 (Eastern Standard Time), Copywriter,"San Francisco, CA",Former Employee ,Great if you can hustle,I worked at The RealReal full-time for more than a year,1,"Benefits, culture, perks, great founder and CEO, Hr is easy to reach","Training, work life balance, cliques, end of month goals leave less work to life balance","More training readily available not just in fashion but the tech aspect, more realistic goals and expectations, stop doing end of month it’s exhausting.",4.0,3.0,4.0,3.0,4.0,3.0
Tue Jan 29 2019 09:36:08 GMT-0500 (Eastern Standard Time),,"Secaucus, NJ",Current Employee ,If You Want to be Underappreciated and Overworked...,I have been working at The RealReal full-time for more than a year,16,"-good coworkers
-free bagels/catered lunch from local restaurants
-okay benefits","Oh where to begin...
-Policies and SOPs are changing frequently, often attributed to “still being a young start up...”
-Management only tows the line for Senior Management/Directors, will not be your advocate and will tell you to speak to HR if you have an issue as if HR will do something 
-Will not give you a raise based on increase work load
-The office is freezing year round and dismal. No natural light...","Stop micromanaging, especially with the paid breaks. Raise wages, your base pay doesn’t even cut it for the cost of living in this area. 

Please stop showing us videos of how Upper Managment and the Sales teams are living it up at “development conferences” while the rest of toil away in your warehouses. It is a morale killer. 

We are not robots your huge quotas are also a moral killer. 

Please consider...",1.0,1.0,1.0,2.0,2.0,2.0
Wed Jan 23 2019 09:05:53 GMT-0500 (Eastern Standard Time), Photographer,"Secaucus, NJ",Current Employee ,Photographer,I have been working at The RealReal full-time for less than a year,17,Free food on Mondays. Coworkers are great.,Only 2 holidays off in the year. Have to clock out for 10 minute breaks. Only allowed 1 break for 10 hour shift. Feels like a sweat shop. Physically takes a toll on the body.,Treat employees like people. Be concerned and understanding about personal and health matters that may arise. No need to micromanage if the work is getting done.,1.0,,,,,
Fri Dec 28 2018 14:44:55 GMT-0500 (Eastern Standard Time),,,Current Employee ,Extremely.... meh,I have been working at The RealReal full-time,8,- The people! - $50 monthly food credit - Schedule (4 10 hour days) - Do not have to deal with customers,"- MANAGEMENT (they always talk about internal promotions but so far I've only seen external hiring for upper management/higher positions i.e seniors/leads, not very personable at ALL, hypocritical) - nepotism - HIGH TURNOVER - tell people what they can/can not do during their break",You guys have GREAT employees at this company. They work their hardest. But you act like nobody is good enough to move up or get promoted when you hire from the outside.,2.0,5.0,4.0,1.0,3.0,1.0
Tue Dec 11 2018 22:15:09 GMT-0500 (Eastern Standard Time), Warehouse Receiver,"Brisbane, CA",Former Employee ,Warehouse Receiver,I worked at The RealReal full-time for less than a year,1,"Nice environment, everyone is friendly, and I had a pleasurable overall experience working there.","Management is a bit vague in terms of what is and isn't allowed. Given the casualness of the workplace, it's a bit ambiguous as to what is acceptable.",,5.0,5.0,5.0,5.0,4.0,4.0
Wed Dec 05 2018 12:14:25 GMT-0500 (Eastern Standard Time),,"New York, NY",Former Employee ,Sales Development Representative,I worked at The RealReal full-time for less than a year,4,"Great atmosphere, very nice colleagues, everyone is willing to help. Groceries provided for the week! Great benefits, great PTO! Great place to work. It keeps growing and getting better! A lot of room for growth.",A lot of changes. If you can adjust constantly then this job is for you!,Communicate! If someone is no longer part of the team communicate it. Write an email and let everyone know! Communicate the changes coming rather than giving a day notice and provide more guidance when changes do occur.,3.0,4.0,4.0,4.0,3.0,4.0
Tue Dec 18 2018 14:37:33 GMT-0500 (Eastern Standard Time), IT Manager,"San Francisco, CA",Current Employee ,Do Not Work Here,I have been working at The RealReal full-time for less than a year,40,"Nice people, good office location, laptop provided","This company is the most disorganized organization I have ever worked for. There seems to be a lack of leadership in my area and zero accountability. I sit and listen to my supervisors and managers talk about how they are worked too hard and can't take a vacation. I had high hopes and was excited about my new job position, which has turned out to be nothing like it was described to me during the interview process....","I was getting coffee in the cafe recently and was next to the founder/CEO, Julie Wainwright. She looked me up and down, gave me rude look and did not say hello when I said hi. Why would I or anyone want to waste hours of their life working for a CEO who clearly does not value employees and apparently rude. After seeing her in person, the dysfunctionality of this company now makes complete sense.",1.0,1.0,1.0,1.0,1.0,1.0
